Tax,N,E,U,UR,LFPR
0.0,0.027458166050675116,0.05126129669762862,0.003061269356241355,0.05635354841679591,0.6642465120564861
0.05,0.03335766279901829,0.04597577876602624,0.002447290539500468,0.05053976492194702,0.5921085328953123
0.1,0.039622440319279945,0.04026846157380411,0.0018898302114607147,0.04482701104415357,0.5155039665256552
